Home,Hscore,Ascore,Away,date
Burnley,4,0,Bournemouth,2018-09-22
Manchester Utd,1,1,Wolves,2018-09-22
Leicester City,3,1,Huddersfield,2018-09-22
Brighton,1,2,Tottenham,2018-09-22
West Ham,0,0,Chelsea,2018-09-23
Arsenal,2,0,Everton,2018-09-23
West Ham,3,1,Manchester Utd,2018-09-29
Newcastle Utd,0,2,Leicester City,2018-09-29
Everton,3,0,Fulham,2018-09-29
Wolves,2,0,Southampton,2018-09-29
Arsenal,2,0,Watford,2018-09-29
Manchester City,2,0,Brighton,2018-09-29
Huddersfield,0,2,Tottenham,2018-09-29
Chelsea,1,1,Liverpool,2018-09-29
Cardiff City,1,2,Burnley,2018-09-30
Bournemouth,2,1,Crystal Palace,2018-10-01
Brighton,1,0,West Ham,2018-10-05
Leicester City,1,2,Everton,2018-10-06
Burnley,1,1,Huddersfield,2018-10-06
Tottenham,1,0,Cardiff City,2018-10-06
Watford,0,4,Bournemouth,2018-10-06
Crystal Palace,0,1,Wolves,2018-10-06
Manchester Utd,3,2,Newcastle Utd,2018-10-06
Fulham,1,5,Arsenal,2018-10-07
Southampton,0,3,Chelsea,2018-10-07
Liverpool,0,0,Manchester City,2018-10-07
Chelsea,2,2,Manchester Utd,2018-10-20
Bournemouth,0,0,Southampton,2018-10-20
Manchester City,5,0,Burnley,2018-10-20
West Ham,0,1,Tottenham,2018-10-20
Newcastle Utd,0,1,Brighton,2018-10-20
Wolves,0,2,Watford,2018-10-20
Cardiff City,4,2,Fulham,2018-10-20
Huddersfield,0,1,Liverpool,2018-10-20
Everton,2,0,Crystal Palace,2018-10-21
Arsenal,3,1,Leicester City,2018-10-22
Brighton,1,0,Wolves,2018-10-27
Southampton,0,0,Newcastle Utd,2018-10-27
Fulham,0,3,Bournemouth,2018-10-27
Liverpool,4,1,Cardiff City,2018-10-27
Watford,3,0,Huddersfield,2018-10-27
Leicester City,1,1,West Ham,2018-10-27
Burnley,0,4,Chelsea,2018-10-28
Crystal Palace,2,2,Arsenal,2018-10-28
Manchester Utd,2,1,Everton,2018-10-28
Tottenham,0,1,Manchester City,2018-10-29
Bournemouth,1,2,Manchester Utd,2018-11-03
Cardiff City,0,1,Leicester City,2018-11-03
Everton,3,1,Brighton,2018-11-03
Newcastle Utd,1,0,Watford,2018-11-03
West Ham,4,2,Burnley,2018-11-03
Arsenal,1,1,Liverpool,2018-11-03
Wolves,2,3,Tottenham,2018-11-03
Manchester City,6,1,Southampton,2018-11-04
Chelsea,3,1,Crystal Palace,2018-11-04
Huddersfield,1,0,Fulham,2018-11-05
Cardiff City,2,1,Brighton,2018-11-10
Newcastle Utd,2,1,Bournemouth,2018-11-10
Huddersfield,1,1,West Ham,2018-11-10
Leicester City,0,0,Burnley,2018-11-10
Southampton,1,1,Watford,2018-11-10
Crystal Palace,0,1,Tottenham,2018-11-10
Liverpool,2,0,Fulham,2018-11-11
Chelsea,0,0,Everton,2018-11-11
Arsenal,1,1,Wolves,2018-11-11
Manchester City,3,1,Manchester Utd,2018-11-11
Manchester Utd,0,0,Crystal Palace,2018-11-24
Fulham,3,2,Southampton,2018-11-24
West Ham,0,4,Manchester City,2018-11-24
Brighton,1,1,Leicester City,2018-11-24
Everton,1,0,Cardiff City,2018-11-24
Watford,0,3,Liverpool,2018-11-24
Tottenham,3,1,Chelsea,2018-11-24
Bournemouth,1,2,Arsenal,2018-11-25
Wolves,0,2,Huddersfield,2018-11-25
Burnley,1,2,Newcastle Utd,2018-11-26
Cardiff City,2,1,Wolves,2018-11-30
Newcastle Utd,0,3,West Ham,2018-12-01
Crystal Palace,2,0,Burnley,2018-12-01
Huddersfield,1,2,Brighton,2018-12-01
Leicester City,2,0,Watford,2018-12-01
Manchester City,3,1,Bournemouth,2018-12-01
Southampton,2,2,Manchester Utd,2018-12-01
Chelsea,2,0,Fulham,2018-12-02
Arsenal,4,2,Tottenham,2018-12-02
Liverpool,1,0,Everton,2018-12-02
West Ham,3,1,Cardiff City,2018-12-04
Brighton,3,1,Crystal Palace,2018-12-04
Bournemouth,2,1,Huddersfield,2018-12-04
Watford,1,2,Manchester City,2018-12-04
Wolves,2,1,Chelsea,2018-12-05
Fulham,1,1,Leicester City,2018-12-05
Burnley,1,3,Liverpool,2018-12-05
Everton,1,1,Newcastle Utd,2018-12-05
Manchester Utd,2,2,Arsenal,2018-12-05
Tottenham,3,1,Southampton,2018-12-05
Bournemouth,0,4,Liverpool,2018-12-08
West Ham,3,2,Crystal Palace,2018-12-08
Manchester Utd,4,1,Fulham,2018-12-08
Burnley,1,0,Brighton,2018-12-08
Cardiff City,1,0,Southampton,2018-12-08
Arsenal,1,0,Huddersfield,2018-12-08
Chelsea,2,0,Manchester City,2018-12-08
Leicester City,0,2,Tottenham,2018-12-08
Newcastle Utd,1,2,Wolves,2018-12-09
Everton,2,2,Watford,2018-12-10
Manchester City,3,1,Everton,2018-12-15
Watford,3,2,Cardiff City,2018-12-15
Tottenham,1,0,Burnley,2018-12-15
Huddersfield,0,1,Newcastle Utd,2018-12-15
Crystal Palace,1,0,Leicester City,2018-12-15
Wolves,2,0,Bournemouth,2018-12-15
Fulham,0,2,West Ham,2018-12-15
Southampton,3,2,Arsenal,2018-12-16
Brighton,1,2,Chelsea,2018-12-16
Liverpool,3,1,Manchester Utd,2018-12-16
Wolves,0,2,Liverpool,2018-12-21
Arsenal,3,1,Burnley,2018-12-22
Bournemouth,2,0,Brighton,2018-12-22
Manchester City,2,3,Crystal Palace,2018-12-22
West Ham,0,2,Watford,2018-12-22
Huddersfield,1,3,Southampton,2018-12-22
Chelsea,0,1,Leicester City,2018-12-22
Newcastle Utd,0,0,Fulham,2018-12-22
Cardiff City,1,5,Manchester Utd,2018-12-22
Everton,2,6,Tottenham,2018-12-23
Fulham,1,1,Wolves,2018-12-26
Burnley,1,5,Everton,2018-12-26
Manchester Utd,3,1,Huddersfield,2018-12-26
Liverpool,4,0,Newcastle Utd,2018-12-26
Leicester City,2,1,Manchester City,2018-12-26
Tottenham,5,0,Bournemouth,2018-12-26
Crystal Palace,0,0,Cardiff City,2018-12-26
Brighton,1,1,Arsenal,2018-12-26
Watford,1,2,Chelsea,2018-12-26
Southampton,1,2,West Ham,2018-12-27
Watford,1,1,Newcastle Utd,2018-12-29
Fulham,1,0,Huddersfield,2018-12-29
Brighton,1,0,Everton,2018-12-29
Leicester City,0,1,Cardiff City,2018-12-29
Tottenham,1,3,Wolves,2018-12-29
Liverpool,5,1,Arsenal,2018-12-29
Crystal Palace,0,1,Chelsea,2018-12-30
Southampton,1,3,Manchester City,2018-12-30
Burnley,2,0,West Ham,2018-12-30
Manchester Utd,4,1,Bournemouth,2018-12-30
Everton,0,1,Leicester City,2019-01-01
Arsenal,4,1,Fulham,2019-01-01
Cardiff City,0,3,Tottenham,2019-01-01
Wolves,0,2,Crystal Palace,2019-01-02
West Ham,2,2,Brighton,2019-01-02
Bournemouth,3,3,Watford,2019-01-02
Chelsea,0,0,Southampton,2019-01-02
Huddersfield,1,2,Burnley,2019-01-02
Newcastle Utd,0,2,Manchester Utd,2019-01-02
Manchester City,2,1,Liverpool,2019-01-03
West Ham,1,0,Arsenal,2019-01-12
Burnley,2,1,Fulham,2019-01-12
Brighton,0,1,Liverpool,2019-01-12
Crystal Palace,1,2,Watford,2019-01-12
Cardiff City,0,0,Huddersfield,2019-01-12
Leicester City,1,2,Southampton,2019-01-12
Chelsea,2,1,Newcastle Utd,2019-01-12
Everton,2,0,Bournemouth,2019-01-13
Tottenham,0,1,Manchester Utd,2019-01-13
Manchester City,3,0,Wolves,2019-01-14
Wolves,4,3,Leicester City,2019-01-19
Bournemouth,2,0,West Ham,2019-01-19
Newcastle Utd,3,0,Cardiff City,2019-01-19
Manchester Utd,2,1,Brighton,2019-01-19
Southampton,2,1,Everton,2019-01-19
Liverpool,4,3,Crystal Palace,2019-01-19
Watford,0,0,Burnley,2019-01-19
Arsenal,2,0,Chelsea,2019-01-19
Huddersfield,0,3,Manchester City,2019-01-20
Fulham,1,2,Tottenham,2019-01-20
Fulham,4,2,Brighton,2019-01-29
Huddersfield,0,1,Everton,2019-01-29
Wolves,3,0,West Ham,2019-01-29
Arsenal,2,1,Cardiff City,2019-01-29
Newcastle Utd,2,1,Manchester City,2019-01-29
Manchester Utd,2,2,Burnley,2019-01-29
Bournemouth,4,0,Chelsea,2019-01-30
Southampton,1,1,Crystal Palace,2019-01-30
Tottenham,2,1,Watford,2019-01-30
Liverpool,1,1,Leicester City,2019-01-30
Tottenham,1,0,Newcastle Utd,2019-02-02
Brighton,0,0,Watford,2019-02-02
Chelsea,5,0,Huddersfield,2019-02-02
Everton,1,3,Wolves,2019-02-02
Burnley,1,1,Southampton,2019-02-02
Crystal Palace,2,0,Fulham,2019-02-02
Cardiff City,2,0,Bournemouth,2019-02-02
Leicester City,0,1,Manchester Utd,2019-02-03
Manchester City,3,1,Arsenal,2019-02-03
West Ham,1,1,Liverpool,2019-02-04
Everton,0,2,Manchester City,2019-02-06
Fulham,0,3,Manchester Utd,2019-02-09
Crystal Palace,1,1,West Ham,2019-02-09
Liverpool,3,0,Bournemouth,2019-02-09
Southampton,1,2,Cardiff City,2019-02-09
Watford,1,0,Everton,2019-02-09
Huddersfield,1,2,Arsenal,2019-02-09
Brighton,1,3,Burnley,2019-02-09
Tottenham,3,1,Leicester City,2019-02-10
Manchester City,6,0,Chelsea,2019-02-10
Wolves,1,1,Newcastle Utd,2019-02-11
West Ham,3,1,Fulham,2019-02-22
Cardiff City,1,5,Watford,2019-02-22
Burnley,2,1,Tottenham,2019-02-23
Bournemouth,1,1,Wolves,2019-02-23
Newcastle Utd,2,0,Huddersfield,2019-02-23
Leicester City,1,4,Crystal Palace,2019-02-23
Arsenal,2,0,Southampton,2019-02-24
Manchester Utd,0,0,Liverpool,2019-02-24
Cardiff City,0,3,Everton,2019-02-26
Huddersfield,1,0,Wolves,2019-02-26
Leicester City,2,1,Brighton,2019-02-26
Newcastle Utd,2,0,Burnley,2019-02-26
Arsenal,5,1,Bournemouth,2019-02-27
Southampton,2,0,Fulham,2019-02-27
Crystal Palace,1,3,Manchester Utd,2019-02-27
Chelsea,2,0,Tottenham,2019-02-27
Liverpool,5,0,Watford,2019-02-27
Manchester City,1,0,West Ham,2019-02-27
Tottenham,1,1,Arsenal,2019-03-02
Manchester Utd,3,2,Southampton,2019-03-02
Wolves,2,0,Cardiff City,2019-03-02
Bournemouth,0,1,Manchester City,2019-03-02
Brighton,1,0,Huddersfield,2019-03-02
Burnley,1,3,Crystal Palace,2019-03-02
West Ham,2,0,Newcastle Utd,2019-03-02
Watford,2,1,Leicester City,2019-03-03
Fulham,1,2,Chelsea,2019-03-03
Everton,0,0,Liverpool,2019-03-03
Crystal Palace,1,2,Brighton,2019-03-09
Newcastle Utd,3,2,Everton,2019-03-09
Cardiff City,2,0,West Ham,2019-03-09
Huddersfield,0,2,Bournemouth,2019-03-09
Leicester City,3,1,Fulham,2019-03-09
Southampton,2,1,Tottenham,2019-03-09
Manchester City,3,1,Watford,2019-03-09
Liverpool,4,2,Burnley,2019-03-10
Chelsea,1,1,Wolves,2019-03-10
Arsenal,2,0,Manchester Utd,2019-03-10
West Ham,4,3,Huddersfield,2019-03-16
Burnley,1,2,Leicester City,2019-03-16
Bournemouth,2,2,Newcastle Utd,2019-03-16
Fulham,1,2,Liverpool,2019-03-17
Everton,2,0,Chelsea,2019-03-17
Fulham,0,2,Manchester City,2019-03-30
Burnley,2,0,Wolves,2019-03-30
Crystal Palace,2,0,Huddersfield,2019-03-30
Leicester City,2,0,Bournemouth,2019-03-30
Brighton,0,1,Southampton,2019-03-30
Manchester Utd,2,1,Watford,2019-03-30
West Ham,0,2,Everton,2019-03-30
Cardiff City,1,2,Chelsea,2019-03-31
Liverpool,2,1,Tottenham,2019-03-31
Arsenal,2,0,Newcastle Utd,2019-04-01
Wolves,2,1,Manchester Utd,2019-04-02
Watford,4,1,Fulham,2019-04-02
Chelsea,3,0,Brighton,2019-04-03
Tottenham,2,0,Crystal Palace,2019-04-03
Manchester City,2,0,Cardiff City,2019-04-03
Southampton,1,3,Liverpool,2019-04-05
Huddersfield,1,4,Leicester City,2019-04-06
Bournemouth,1,3,Burnley,2019-04-06
Newcastle Utd,0,1,Crystal Palace,2019-04-06
Everton,1,0,Arsenal,2019-04-07
Chelsea,2,0,West Ham,2019-04-08
Leicester City,0,1,Newcastle Utd,2019-04-12
Tottenham,4,0,Huddersfield,2019-04-13
Burnley,2,0,Cardiff City,2019-04-13
Fulham,2,0,Everton,2019-04-13
Southampton,3,1,Wolves,2019-04-13
Brighton,0,5,Bournemouth,2019-04-13
Manchester Utd,2,1,West Ham,2019-04-13
Crystal Palace,1,3,Manchester City,2019-04-14
Liverpool,2,0,Chelsea,2019-04-14
Watford,0,1,Arsenal,2019-04-15
Brighton,0,2,Cardiff City,2019-04-16
Manchester City,1,0,Tottenham,2019-04-20
West Ham,2,2,Leicester City,2019-04-20
Bournemouth,0,1,Fulham,2019-04-20
Huddersfield,1,2,Watford,2019-04-20
Wolves,0,0,Brighton,2019-04-20
Newcastle Utd,3,1,Southampton,2019-04-20
Everton,4,0,Manchester Utd,2019-04-21
Arsenal,2,3,Crystal Palace,2019-04-21
Cardiff City,0,2,Liverpool,2019-04-21
Chelsea,2,2,Burnley,2019-04-22
Watford,1,1,Southampton,2019-04-23
Tottenham,1,0,Brighton,2019-04-23
Wolves,3,1,Arsenal,2019-04-24
Manchester Utd,0,2,Manchester City,2019-04-24
Liverpool,5,0,Huddersfield,2019-04-26
Tottenham,0,1,West Ham,2019-04-27
Watford,1,2,Wolves,2019-04-27
Fulham,1,0,Cardiff City,2019-04-27
Southampton,3,3,Bournemouth,2019-04-27
Crystal Palace,0,0,Everton,2019-04-27
Brighton,1,1,Newcastle Utd,2019-04-27
Leicester City,3,0,Arsenal,2019-04-28
Burnley,0,1,Manchester City,2019-04-28
Manchester Utd,1,1,Chelsea,2019-04-28
Everton,2,0,Burnley,2019-05-03
Bournemouth,1,0,Tottenham,2019-05-04
Wolves,1,0,Fulham,2019-05-04
West Ham,3,0,Southampton,2019-05-04
Cardiff City,2,3,Crystal Palace,2019-05-04
Newcastle Utd,2,3,Liverpool,2019-05-04
Huddersfield,1,1,Manchester Utd,2019-05-05
Chelsea,3,0,Watford,2019-05-05
Arsenal,1,1,Brighton,2019-05-05
Manchester City,1,0,Leicester City,2019-05-06
Southampton,1,1,Huddersfield,2019-05-12
Brighton,1,4,Manchester City,2019-05-12
Leicester City,0,0,Chelsea,2019-05-12
Crystal Palace,5,3,Bournemouth,2019-05-12
Burnley,1,3,Arsenal,2019-05-12
Tottenham,2,2,Everton,2019-05-12
Liverpool,2,0,Wolves,2019-05-12
Manchester Utd,0,2,Cardiff City,2019-05-12
Fulham,0,4,Newcastle Utd,2019-05-12
Watford,1,4,West Ham,2019-05-12
