Home,Hscore,Ascore,Away,date
West Ham,3,1,Wigan Athletic,2010-11-27
Fulham,1,1,Birmingham City,2010-11-27
Manchester Utd,7,1,Blackburn,2010-11-27
Wolves,3,2,Sunderland,2010-11-27
Newcastle Utd,1,1,Chelsea,2010-11-28
Tottenham,2,1,Liverpool,2010-11-28
Arsenal,2,1,Fulham,2010-12-04
Chelsea,1,1,Everton,2010-12-04
Wigan Athletic,2,2,Stoke City,2010-12-04
Birmingham City,1,1,Tottenham,2010-12-04
Manchester City,1,0,Bolton,2010-12-04
Blackburn,3,0,Wolves,2010-12-04
West Brom,3,1,Newcastle Utd,2010-12-05
Sunderland,1,0,West Ham,2010-12-05
Liverpool,3,0,Aston Villa,2010-12-06
Stoke City,0,1,Blackpool,2010-12-11
Aston Villa,2,1,West Brom,2010-12-11
West Ham,1,3,Manchester City,2010-12-11
Newcastle Utd,3,1,Liverpool,2010-12-11
Everton,0,0,Wigan Athletic,2010-12-11
Fulham,0,0,Sunderland,2010-12-11
Bolton,2,1,Blackburn,2010-12-12
Tottenham,1,1,Chelsea,2010-12-12
Wolves,1,0,Birmingham City,2010-12-12
Manchester Utd,1,0,Arsenal,2010-12-13
Blackburn,1,1,West Ham,2010-12-18
Sunderland,1,0,Bolton,2010-12-18
Manchester City,1,2,Everton,2010-12-20
Bolton,2,0,West Brom,2010-12-26
Wolves,1,2,Wigan Athletic,2010-12-26
Manchester Utd,2,0,Sunderland,2010-12-26
Blackburn,0,2,Stoke City,2010-12-26
Fulham,1,3,West Ham,2010-12-26
Newcastle Utd,1,3,Manchester City,2010-12-26
Aston Villa,1,2,Tottenham,2010-12-26
Arsenal,3,1,Chelsea,2010-12-27
Tottenham,2,0,Newcastle Utd,2010-12-28
Birmingham City,1,1,Manchester Utd,2010-12-28
Stoke City,0,2,Fulham,2010-12-28
West Brom,1,3,Blackburn,2010-12-28
Manchester City,4,0,Aston Villa,2010-12-28
Sunderland,0,2,Blackpool,2010-12-28
West Ham,1,1,Everton,2010-12-28
Chelsea,1,0,Bolton,2010-12-29
Liverpool,0,1,Wolves,2010-12-29
Wigan Athletic,2,2,Arsenal,2010-12-29
Sunderland,3,0,Blackburn,2011-01-01
Manchester City,1,0,Blackpool,2011-01-01
Tottenham,1,0,Fulham,2011-01-01
Birmingham City,0,3,Arsenal,2011-01-01
West Ham,2,0,Wolves,2011-01-01
Stoke City,2,0,Everton,2011-01-01
Liverpool,2,1,Bolton,2011-01-01
West Brom,1,2,Manchester Utd,2011-01-01
Wigan Athletic,0,1,Newcastle Utd,2011-01-02
Chelsea,3,3,Aston Villa,2011-01-02
Manchester Utd,2,1,Stoke City,2011-01-04
Blackpool,1,2,Birmingham City,2011-01-04
Fulham,3,0,West Brom,2011-01-04
Blackburn,3,1,Liverpool,2011-01-05
Aston Villa,0,1,Sunderland,2011-01-05
Arsenal,0,0,Manchester City,2011-01-05
Everton,2,1,Tottenham,2011-01-05
Wolves,1,0,Chelsea,2011-01-05
Bolton,1,1,Wigan Athletic,2011-01-05
Newcastle Utd,5,0,West Ham,2011-01-05
Blackpool,2,1,Liverpool,2011-01-12
West Brom,3,2,Blackpool,2011-01-15
Manchester City,4,3,Wolves,2011-01-15
Chelsea,2,0,Blackburn,2011-01-15
Stoke City,2,0,Bolton,2011-01-15
Wigan Athletic,1,1,Fulham,2011-01-15
West Ham,0,3,Arsenal,2011-01-15
Sunderland,1,1,Newcastle Utd,2011-01-16
Birmingham City,1,1,Aston Villa,2011-01-16
Liverpool,2,2,Everton,2011-01-16
Tottenham,0,0,Manchester Utd,2011-01-16
Newcastle Utd,1,1,Tottenham,2011-01-22
Wolves,0,3,Liverpool,2011-01-22
Aston Villa,1,0,Manchester City,2011-01-22
Blackpool,1,2,Sunderland,2011-01-22
Arsenal,3,0,Wigan Athletic,2011-01-22
Fulham,2,0,Stoke City,2011-01-22
Manchester Utd,5,0,Birmingham City,2011-01-22
Everton,2,2,West Ham,2011-01-22
Blackburn,2,0,West Brom,2011-01-23
Bolton,0,4,Chelsea,2011-01-24
Blackpool,2,3,Manchester Utd,2011-01-25
Wigan Athletic,1,2,Aston Villa,2011-01-25
Liverpool,1,0,Fulham,2011-01-26
Sunderland,2,4,Chelsea,2011-02-01
West Brom,2,2,Wigan Athletic,2011-02-01
Arsenal,2,1,Everton,2011-02-01
Manchester Utd,3,1,Aston Villa,2011-02-01
Birmingham City,2,2,Manchester City,2011-02-02
Bolton,1,0,Wolves,2011-02-02
Fulham,1,0,Newcastle Utd,2011-02-02
Blackburn,0,1,Tottenham,2011-02-02
Liverpool,2,0,Stoke City,2011-02-02
Blackpool,1,3,West Ham,2011-02-02
Newcastle Utd,4,4,Arsenal,2011-02-05
Wigan Athletic,4,3,Blackburn,2011-02-05
Wolves,2,1,Manchester Utd,2011-02-05
Stoke City,3,2,Sunderland,2011-02-05
Tottenham,2,1,Bolton,2011-02-05
Aston Villa,2,2,Fulham,2011-02-05
Manchester City,3,0,West Brom,2011-02-05
Everton,5,3,Blackpool,2011-02-05
Chelsea,0,1,Liverpool,2011-02-06
West Ham,0,1,Birmingham City,2011-02-06
Blackburn,0,0,Newcastle Utd,2011-02-12
Arsenal,2,0,Wolves,2011-02-12
Blackpool,1,1,Aston Villa,2011-02-12
Liverpool,1,1,Wigan Athletic,2011-02-12
Sunderland,1,2,Tottenham,2011-02-12
Birmingham City,1,0,Stoke City,2011-02-12
Manchester Utd,2,1,Manchester City,2011-02-12
West Brom,3,3,West Ham,2011-02-12
Bolton,2,0,Everton,2011-02-13
Fulham,0,0,Chelsea,2011-02-14
Birmingham City,0,2,Newcastle Utd,2011-02-15
West Brom,1,1,Wolves,2011-02-20
Blackpool,3,1,Tottenham,2011-02-22
Arsenal,1,0,Stoke City,2011-02-23
Wolves,4,0,Blackpool,2011-02-26
Wigan Athletic,0,4,Manchester Utd,2011-02-26
Everton,2,0,Sunderland,2011-02-26
Newcastle Utd,1,1,Bolton,2011-02-26
Aston Villa,4,1,Blackburn,2011-02-26
West Ham,3,1,Liverpool,2011-02-27
Manchester City,1,1,Fulham,2011-02-27
Stoke City,1,1,West Brom,2011-02-28
Chelsea,2,1,Manchester Utd,2011-03-01
Bolton,3,2,Aston Villa,2011-03-05
Arsenal,0,0,Sunderland,2011-03-05
Birmingham City,1,3,West Brom,2011-03-05
Fulham,3,2,Blackburn,2011-03-05
Manchester City,1,0,Wigan Athletic,2011-03-05
Newcastle Utd,1,2,Everton,2011-03-05
West Ham,3,0,Stoke City,2011-03-05
Liverpool,3,1,Manchester Utd,2011-03-06
Wolves,3,3,Tottenham,2011-03-06
Blackpool,1,3,Chelsea,2011-03-07
Everton,1,1,Birmingham City,2011-03-09
Blackburn,2,2,Blackpool,2011-03-19
Manchester Utd,1,0,Bolton,2011-03-19
Everton,2,1,Fulham,2011-03-19
West Brom,2,2,Arsenal,2011-03-19
Wigan Athletic,2,1,Birmingham City,2011-03-19
Aston Villa,0,1,Wolves,2011-03-19
Tottenham,0,0,West Ham,2011-03-19
Stoke City,4,0,Newcastle Utd,2011-03-19
Sunderland,0,2,Liverpool,2011-03-20
Chelsea,2,0,Manchester City,2011-03-20
Newcastle Utd,4,1,Wolves,2011-04-02
West Ham,2,4,Manchester Utd,2011-04-02
West Brom,2,1,Liverpool,2011-04-02
Stoke City,1,1,Chelsea,2011-04-02
Birmingham City,2,1,Bolton,2011-04-02
Arsenal,0,0,Blackburn,2011-04-02
Wigan Athletic,0,0,Tottenham,2011-04-02
Everton,2,2,Aston Villa,2011-04-02
Fulham,3,0,Blackpool,2011-04-03
Manchester City,5,0,Sunderland,2011-04-03
Manchester Utd,2,0,Fulham,2011-04-09
Wolves,0,3,Everton,2011-04-09
Sunderland,2,3,West Brom,2011-04-09
Bolton,3,0,West Ham,2011-04-09
Tottenham,3,2,Stoke City,2011-04-09
Chelsea,1,0,Wigan Athletic,2011-04-09
Blackburn,1,1,Birmingham City,2011-04-09
Aston Villa,1,0,Newcastle Utd,2011-04-10
Blackpool,1,3,Arsenal,2011-04-10
Liverpool,3,0,Manchester City,2011-04-11
Everton,2,0,Blackburn,2011-04-16
Birmingham City,2,0,Sunderland,2011-04-16
West Brom,1,3,Chelsea,2011-04-16
West Ham,1,2,Aston Villa,2011-04-16
Blackpool,1,3,Wigan Athletic,2011-04-16
Arsenal,1,1,Liverpool,2011-04-17
Newcastle Utd,0,0,Manchester Utd,2011-04-19
Chelsea,3,1,Birmingham City,2011-04-20
Tottenham,3,3,Arsenal,2011-04-20
Chelsea,3,0,West Ham,2011-04-23
Blackpool,1,1,Newcastle Utd,2011-04-23
Sunderland,4,2,Wigan Athletic,2011-04-23
Liverpool,5,0,Birmingham City,2011-04-23
Tottenham,2,2,West Brom,2011-04-23
Manchester Utd,1,0,Everton,2011-04-23
Wolves,1,1,Fulham,2011-04-23
Aston Villa,1,1,Stoke City,2011-04-23
Bolton,2,1,Arsenal,2011-04-24
Blackburn,0,1,Manchester City,2011-04-25
Stoke City,3,0,Wolves,2011-04-26
Fulham,3,0,Bolton,2011-04-27
Blackburn,1,0,Bolton,2011-04-30
Sunderland,0,3,Fulham,2011-04-30
Chelsea,2,1,Tottenham,2011-04-30
Blackpool,0,0,Stoke City,2011-04-30
West Brom,2,1,Aston Villa,2011-04-30
Wigan Athletic,1,1,Everton,2011-04-30
Arsenal,1,0,Manchester Utd,2011-05-01
Birmingham City,1,1,Wolves,2011-05-01
Liverpool,3,0,Newcastle Utd,2011-05-01
Manchester City,2,1,West Ham,2011-05-01
West Ham,1,1,Blackburn,2011-05-07
Newcastle Utd,2,1,Birmingham City,2011-05-07
Everton,2,1,Manchester City,2011-05-07
Bolton,1,2,Sunderland,2011-05-07
Aston Villa,1,1,Wigan Athletic,2011-05-07
Tottenham,1,1,Blackpool,2011-05-07
Stoke City,3,1,Arsenal,2011-05-08
Wolves,3,1,West Brom,2011-05-08
Manchester Utd,2,1,Chelsea,2011-05-08
Fulham,2,5,Liverpool,2011-05-09
Manchester City,1,0,Tottenham,2011-05-10
West Brom,1,0,Everton,2011-05-14
Sunderland,1,3,Wolves,2011-05-14
Blackburn,1,1,Manchester Utd,2011-05-14
Blackpool,4,3,Bolton,2011-05-14
Birmingham City,0,2,Fulham,2011-05-15
Liverpool,0,2,Tottenham,2011-05-15
Wigan Athletic,3,2,West Ham,2011-05-15
Arsenal,1,2,Aston Villa,2011-05-15
Chelsea,2,2,Newcastle Utd,2011-05-15
Manchester City,3,0,Stoke City,2011-05-17
Aston Villa,1,0,Liverpool,2011-05-22
Newcastle Utd,3,3,West Brom,2011-05-22
Everton,1,0,Chelsea,2011-05-22
Bolton,0,2,Manchester City,2011-05-22
Stoke City,0,1,Wigan Athletic,2011-05-22
Manchester Utd,4,2,Blackpool,2011-05-22
Wolves,2,3,Blackburn,2011-05-22
West Ham,0,3,Sunderland,2011-05-22
Fulham,2,2,Arsenal,2011-05-22
Tottenham,2,1,Birmingham City,2011-05-22
