Home,Hscore,Ascore,Away,date
Manchester Utd,1,0,Arsenal,2013-11-10
Sunderland,1,0,Manchester City,2013-11-10
Swansea City,3,3,Stoke City,2013-11-10
Fulham,1,2,Swansea City,2013-11-23
Newcastle Utd,2,1,Norwich City,2013-11-23
Hull City,0,1,Crystal Palace,2013-11-23
Stoke City,2,0,Sunderland,2013-11-23
West Ham,0,3,Chelsea,2013-11-23
Arsenal,2,0,Southampton,2013-11-23
Everton,3,3,Liverpool,2013-11-23
Cardiff City,2,2,Manchester Utd,2013-11-24
Manchester City,6,0,Tottenham,2013-11-24
West Brom,2,2,Aston Villa,2013-11-25
Newcastle Utd,2,1,West Brom,2013-11-30
Everton,4,0,Stoke City,2013-11-30
West Ham,3,0,Fulham,2013-11-30
Cardiff City,0,3,Arsenal,2013-11-30
Norwich City,1,0,Crystal Palace,2013-11-30
Aston Villa,0,0,Sunderland,2013-11-30
Manchester City,3,0,Swansea City,2013-12-01
Tottenham,2,2,Manchester Utd,2013-12-01
Hull City,3,1,Liverpool,2013-12-01
Chelsea,3,1,Southampton,2013-12-01
Crystal Palace,1,0,West Ham,2013-12-03
Swansea City,3,0,Newcastle Utd,2013-12-04
Southampton,2,3,Aston Villa,2013-12-04
Liverpool,5,1,Norwich City,2013-12-04
Sunderland,3,4,Chelsea,2013-12-04
Fulham,1,2,Tottenham,2013-12-04
Manchester Utd,0,1,Everton,2013-12-04
Arsenal,2,0,Hull City,2013-12-04
West Brom,2,3,Manchester City,2013-12-04
Stoke City,0,0,Cardiff City,2013-12-04
Southampton,1,1,Manchester City,2013-12-07
Manchester Utd,0,1,Newcastle Utd,2013-12-07
Liverpool,4,1,West Ham,2013-12-07
West Brom,0,2,Norwich City,2013-12-07
Crystal Palace,2,0,Cardiff City,2013-12-07
Stoke City,3,2,Chelsea,2013-12-07
Sunderland,1,2,Tottenham,2013-12-07
Fulham,2,0,Aston Villa,2013-12-08
Arsenal,1,1,Everton,2013-12-08
Swansea City,1,1,Hull City,2013-12-09
Everton,4,1,Fulham,2013-12-14
West Ham,0,0,Sunderland,2013-12-14
Newcastle Utd,1,1,Southampton,2013-12-14
Cardiff City,1,0,West Brom,2013-12-14
Chelsea,2,1,Crystal Palace,2013-12-14
Manchester City,6,3,Arsenal,2013-12-14
Hull City,0,0,Stoke City,2013-12-14
Tottenham,0,5,Liverpool,2013-12-15
Aston Villa,0,3,Manchester Utd,2013-12-15
Norwich City,1,1,Swansea City,2013-12-15
Fulham,2,4,Manchester City,2013-12-21
Crystal Palace,0,3,Newcastle Utd,2013-12-21
Liverpool,3,1,Cardiff City,2013-12-21
Sunderland,0,0,Norwich City,2013-12-21
West Brom,1,1,Hull City,2013-12-21
Manchester Utd,3,1,West Ham,2013-12-21
Stoke City,2,1,Aston Villa,2013-12-21
Southampton,2,3,Tottenham,2013-12-22
Swansea City,1,2,Everton,2013-12-22
Arsenal,0,0,Chelsea,2013-12-23
West Ham,1,3,Arsenal,2013-12-26
Aston Villa,0,1,Crystal Palace,2013-12-26
Norwich City,1,2,Fulham,2013-12-26
Chelsea,1,0,Swansea City,2013-12-26
Manchester City,2,1,Liverpool,2013-12-26
Hull City,2,3,Manchester Utd,2013-12-26
Tottenham,1,1,West Brom,2013-12-26
Newcastle Utd,5,1,Stoke City,2013-12-26
Everton,0,1,Sunderland,2013-12-26
Cardiff City,0,3,Southampton,2013-12-26
West Ham,3,3,West Brom,2013-12-28
Aston Villa,1,1,Swansea City,2013-12-28
Cardiff City,2,2,Sunderland,2013-12-28
Norwich City,0,1,Manchester Utd,2013-12-28
Hull City,6,0,Fulham,2013-12-28
Manchester City,1,0,Crystal Palace,2013-12-28
Tottenham,3,0,Stoke City,2013-12-29
Newcastle Utd,0,1,Arsenal,2013-12-29
Everton,2,1,Southampton,2013-12-29
Chelsea,2,1,Liverpool,2013-12-29
Swansea City,2,3,Manchester City,2014-01-01
Fulham,2,1,West Ham,2014-01-01
Arsenal,2,0,Cardiff City,2014-01-01
Sunderland,0,1,Aston Villa,2014-01-01
Stoke City,1,1,Everton,2014-01-01
Manchester Utd,1,2,Tottenham,2014-01-01
West Brom,1,0,Newcastle Utd,2014-01-01
Liverpool,2,0,Hull City,2014-01-01
Southampton,0,3,Chelsea,2014-01-01
Crystal Palace,1,1,Norwich City,2014-01-01
Hull City,0,2,Chelsea,2014-01-11
Everton,2,0,Norwich City,2014-01-11
Southampton,1,0,West Brom,2014-01-11
Tottenham,2,0,Crystal Palace,2014-01-11
Cardiff City,0,2,West Ham,2014-01-11
Fulham,1,4,Sunderland,2014-01-11
Manchester Utd,2,0,Swansea City,2014-01-11
Stoke City,3,5,Liverpool,2014-01-12
Newcastle Utd,0,2,Manchester City,2014-01-12
Aston Villa,1,2,Arsenal,2014-01-13
Sunderland,2,2,Southampton,2014-01-18
Liverpool,2,2,Aston Villa,2014-01-18
Norwich City,1,0,Hull City,2014-01-18
Manchester City,4,2,Cardiff City,2014-01-18
Crystal Palace,1,0,Stoke City,2014-01-18
West Ham,1,3,Newcastle Utd,2014-01-18
Arsenal,2,0,Fulham,2014-01-18
Chelsea,3,1,Manchester Utd,2014-01-19
Swansea City,1,3,Tottenham,2014-01-19
West Brom,1,1,Everton,2014-01-20
Swansea City,2,0,Fulham,2014-01-28
Liverpool,4,0,Everton,2014-01-28
Southampton,2,2,Arsenal,2014-01-28
Norwich City,0,0,Newcastle Utd,2014-01-28
Manchester Utd,2,0,Cardiff City,2014-01-28
Crystal Palace,1,0,Hull City,2014-01-28
Chelsea,0,0,West Ham,2014-01-29
Tottenham,1,5,Manchester City,2014-01-29
Aston Villa,4,3,West Brom,2014-01-29
Sunderland,1,0,Stoke City,2014-01-29
Hull City,1,1,Tottenham,2014-02-01
Fulham,0,3,Southampton,2014-02-01
Everton,2,1,Aston Villa,2014-02-01
West Ham,2,0,Swansea City,2014-02-01
Stoke City,2,1,Manchester Utd,2014-02-01
Newcastle Utd,0,3,Sunderland,2014-02-01
Cardiff City,2,1,Norwich City,2014-02-01
West Brom,1,1,Liverpool,2014-02-02
Arsenal,2,0,Crystal Palace,2014-02-02
Manchester City,0,1,Chelsea,2014-02-03
Southampton,2,2,Stoke City,2014-02-08
Crystal Palace,3,1,West Brom,2014-02-08
Liverpool,5,1,Arsenal,2014-02-08
Chelsea,3,0,Newcastle Utd,2014-02-08
Norwich City,0,0,Manchester City,2014-02-08
Aston Villa,0,2,West Ham,2014-02-08
Swansea City,3,0,Cardiff City,2014-02-08
Sunderland,0,2,Hull City,2014-02-08
Manchester Utd,2,2,Fulham,2014-02-09
Tottenham,1,0,Everton,2014-02-09
Hull City,0,1,Southampton,2014-02-11
West Brom,1,1,Chelsea,2014-02-11
Cardiff City,0,0,Aston Villa,2014-02-11
West Ham,2,0,Norwich City,2014-02-11
Newcastle Utd,0,4,Tottenham,2014-02-12
Arsenal,0,0,Manchester Utd,2014-02-12
Stoke City,1,1,Swansea City,2014-02-12
Fulham,2,3,Liverpool,2014-02-12
Arsenal,4,1,Sunderland,2014-02-22
West Ham,3,1,Southampton,2014-02-22
Crystal Palace,0,2,Manchester Utd,2014-02-22
Cardiff City,0,4,Hull City,2014-02-22
Manchester City,1,0,Stoke City,2014-02-22
West Brom,1,1,Fulham,2014-02-22
Chelsea,1,0,Everton,2014-02-22
Norwich City,1,0,Tottenham,2014-02-23
Newcastle Utd,1,0,Aston Villa,2014-02-23
Liverpool,4,3,Swansea City,2014-02-23
Fulham,1,3,Chelsea,2014-03-01
Everton,1,0,West Ham,2014-03-01
Southampton,0,3,Liverpool,2014-03-01
Hull City,1,4,Newcastle Utd,2014-03-01
Stoke City,1,0,Arsenal,2014-03-01
Aston Villa,4,1,Norwich City,2014-03-02
Swansea City,1,1,Crystal Palace,2014-03-02
Tottenham,1,0,Cardiff City,2014-03-02
Chelsea,4,0,Tottenham,2014-03-08
Norwich City,1,1,Stoke City,2014-03-08
Crystal Palace,0,1,Southampton,2014-03-08
Cardiff City,3,1,Fulham,2014-03-08
West Brom,0,3,Manchester Utd,2014-03-08
Fulham,1,0,Newcastle Utd,2014-03-15
Sunderland,0,0,Crystal Palace,2014-03-15
Aston Villa,1,0,Chelsea,2014-03-15
Southampton,4,2,Norwich City,2014-03-15
Everton,2,1,Cardiff City,2014-03-15
Hull City,0,2,Manchester City,2014-03-15
Swansea City,1,2,West Brom,2014-03-15
Stoke City,3,1,West Ham,2014-03-15
Tottenham,0,1,Arsenal,2014-03-16
Manchester Utd,0,3,Liverpool,2014-03-16
Norwich City,2,0,Sunderland,2014-03-22
Newcastle Utd,1,0,Crystal Palace,2014-03-22
Cardiff City,3,6,Liverpool,2014-03-22
Manchester City,5,0,Fulham,2014-03-22
West Ham,0,2,Manchester Utd,2014-03-22
Chelsea,6,0,Arsenal,2014-03-22
Everton,3,2,Swansea City,2014-03-22
Hull City,2,0,West Brom,2014-03-22
Tottenham,3,2,Southampton,2014-03-23
Aston Villa,1,4,Stoke City,2014-03-23
Manchester Utd,0,3,Manchester City,2014-03-25
Arsenal,2,2,Swansea City,2014-03-25
Newcastle Utd,0,3,Everton,2014-03-25
West Ham,2,1,Hull City,2014-03-26
Liverpool,2,1,Sunderland,2014-03-26
Crystal Palace,1,0,Chelsea,2014-03-29
West Brom,3,3,Cardiff City,2014-03-29
Arsenal,1,1,Manchester City,2014-03-29
Manchester Utd,4,1,Aston Villa,2014-03-29
Stoke City,1,0,Hull City,2014-03-29
Swansea City,3,0,Norwich City,2014-03-29
Southampton,4,0,Newcastle Utd,2014-03-29
Fulham,1,3,Everton,2014-03-30
Liverpool,4,0,Tottenham,2014-03-30
Sunderland,1,2,West Ham,2014-03-31
Manchester City,4,1,Southampton,2014-04-05
Norwich City,0,1,West Brom,2014-04-05
Newcastle Utd,0,4,Manchester Utd,2014-04-05
Chelsea,3,0,Stoke City,2014-04-05
Cardiff City,0,3,Crystal Palace,2014-04-05
Hull City,1,0,Swansea City,2014-04-05
Aston Villa,1,2,Fulham,2014-04-05
Everton,3,0,Arsenal,2014-04-06
West Ham,1,2,Liverpool,2014-04-06
Tottenham,5,1,Sunderland,2014-04-07
Fulham,1,0,Norwich City,2014-04-12
Sunderland,0,1,Everton,2014-04-12
Southampton,0,1,Cardiff City,2014-04-12
West Brom,3,3,Tottenham,2014-04-12
Crystal Palace,1,0,Aston Villa,2014-04-12
Stoke City,1,0,Newcastle Utd,2014-04-12
Liverpool,3,2,Manchester City,2014-04-13
Swansea City,0,1,Chelsea,2014-04-13
Arsenal,3,1,West Ham,2014-04-15
Manchester City,2,2,Sunderland,2014-04-16
Everton,2,3,Crystal Palace,2014-04-16
Newcastle Utd,1,2,Swansea City,2014-04-19
Aston Villa,0,0,Southampton,2014-04-19
Tottenham,3,1,Fulham,2014-04-19
Chelsea,1,2,Sunderland,2014-04-19
Cardiff City,1,1,Stoke City,2014-04-19
West Ham,0,1,Crystal Palace,2014-04-19
Hull City,0,3,Arsenal,2014-04-20
Norwich City,2,3,Liverpool,2014-04-20
Everton,2,0,Manchester Utd,2014-04-20
Manchester City,3,1,West Brom,2014-04-21
West Brom,1,0,West Ham,2014-04-26
Fulham,2,2,Hull City,2014-04-26
Swansea City,4,1,Aston Villa,2014-04-26
Southampton,2,0,Everton,2014-04-26
Stoke City,0,1,Tottenham,2014-04-26
Manchester Utd,4,0,Norwich City,2014-04-26
Sunderland,4,0,Cardiff City,2014-04-27
Crystal Palace,0,2,Manchester City,2014-04-27
Liverpool,0,2,Chelsea,2014-04-27
Arsenal,3,0,Newcastle Utd,2014-04-28
Aston Villa,3,1,Hull City,2014-05-03
Newcastle Utd,3,0,Cardiff City,2014-05-03
Manchester Utd,0,1,Sunderland,2014-05-03
Everton,2,3,Manchester City,2014-05-03
Stoke City,4,1,Fulham,2014-05-03
Swansea City,0,1,Southampton,2014-05-03
West Ham,2,0,Tottenham,2014-05-03
Chelsea,0,0,Norwich City,2014-05-04
Arsenal,1,0,West Brom,2014-05-04
Crystal Palace,3,3,Liverpool,2014-05-05
Manchester Utd,3,1,Hull City,2014-05-06
Sunderland,2,0,West Brom,2014-05-07
Manchester City,4,0,Aston Villa,2014-05-07
Southampton,1,1,Manchester Utd,2014-05-11
Manchester City,2,0,West Ham,2014-05-11
Liverpool,2,1,Newcastle Utd,2014-05-11
Hull City,0,2,Everton,2014-05-11
Fulham,2,2,Crystal Palace,2014-05-11
Cardiff City,1,2,Chelsea,2014-05-11
West Brom,1,2,Stoke City,2014-05-11
Tottenham,3,0,Aston Villa,2014-05-11
Norwich City,0,2,Arsenal,2014-05-11
Sunderland,1,3,Swansea City,2014-05-11
