Home,Hscore,Ascore,Away,date,Odds_1,Odds_X,Odds_2,O,U,proba_win_0.004,proba_draw_0.004,proba_lose_0.004,proba_O_0.004,proba_U_0.004
Tottenham,3,1,Nott'ham Forest,2024-04-07,1.4,5.5,6.5,1.4,3.0,0.7516609432367567,0.14054880132193226,0.10756293152814103,0.7571008159005521,0.01893674343098522
Newcastle Utd,4,0,Tottenham,2024-04-13,2.7,4.0,2.3,1.36,3.2,0.23719159414840066,0.22311698893797957,0.5396860407173933,0.5987560770347908,0.04513115508945663
Manchester City,5,1,Luton Town,2024-04-13,1.1,11.0,19.0,1.29,3.75,0.8577150432068704,0.0907756629923165,0.0505504680208518,0.8016046676218479,0.013686427138856164
Nott'ham Forest,2,2,Wolves,2024-04-13,2.1,3.4,3.5,1.86,2.04,0.32653441806417083,0.2974945270676316,0.3759710150748087,0.35620555093039546,0.12002168192865227
Brentford,2,0,Sheffield Utd,2024-04-13,1.44,5.0,6.5,1.53,2.5,0.7938922588877996,0.1233452535351299,0.08241691285857551,0.7618987807645925,0.018329645320758602
Burnley,1,1,Brighton,2024-04-13,3.5,3.75,2.0,1.67,2.2,0.4454877177098551,0.2168629951858798,0.33764121928774354,0.7013491622764205,0.026731559906208197
Bournemouth,2,2,Manchester Utd,2024-04-13,2.4,3.9,2.6,1.44,2.75,0.2572825570803452,0.21667552409744095,0.5260334107526566,0.6500876956121254,0.0352100598203478
Liverpool,0,1,Crystal Palace,2024-04-14,1.22,7.0,12.0,1.4,3.0,0.8446419378456654,0.10602850103445331,0.04904982523068816,0.6974968200464486,0.027306730862175634
West Ham,0,2,Fulham,2024-04-14,2.38,3.6,2.8,1.67,2.2,0.4361500655779512,0.23491217944949455,0.32893558029631564,0.6079622418263417,0.04324057610777527
Arsenal,0,2,Aston Villa,2024-04-14,1.29,5.75,10.0,1.5,2.63,0.18041048790429193,0.20548551955643224,0.6140920303202759,0.6024099459287675,0.04436948051957096
Chelsea,6,0,Everton,2024-04-15,1.7,4.2,4.5,1.53,2.5,0.66462917093225,0.21013590907536406,0.12522971959759716,0.4766027054536281,0.07584858213550698
Luton Town,1,5,Brentford,2024-04-20,3.1,3.75,2.15,1.57,2.38,0.5084835524988904,0.228542461308829,0.26297012467805403,0.5984437293020413,0.04519753528527191
Sheffield Utd,1,4,Burnley,2024-04-20,2.75,3.6,2.45,1.67,2.2,0.27410271225741323,0.21733247716974322,0.5085565570387393,0.66181790515005,0.033150658365389704
Wolves,0,2,Arsenal,2024-04-20,8.5,4.5,1.4,1.62,2.3,0.5151951224534195,0.2808947463302454,0.20390992111271125,0.34992430865190916,0.12283220226995298
Everton,2,0,Nott'ham Forest,2024-04-21,2.05,3.5,3.6,1.93,1.97,0.39349276121189036,0.31461959501973125,0.2918876243698502,0.30120003024731695,0.14708660817295513
Aston Villa,3,1,Bournemouth,2024-04-21,1.85,4.0,3.6,1.44,2.75,0.5779602536453498,0.21122192059432873,0.21080744048013952,0.6222496943229632,0.040398870723832886
Crystal Palace,5,2,West Ham,2024-04-21,2.1,3.6,3.4,1.8,2.0,0.4803909137268937,0.253563195953466,0.26604510264936576,0.49128252407208484,0.07155238221031063
Fulham,1,3,Liverpool,2024-04-21,5.25,4.5,1.57,1.44,2.75,0.24719432126959137,0.22586392996850463,0.5269371736035171,0.5963621218650041,0.045632624715616216
Arsenal,5,0,Chelsea,2024-04-23,1.44,5.0,6.0,1.53,2.5,0.4381383221072546,0.25533905018404823,0.3065220353149748,0.5061423759312422,0.06737478580400419
Wolves,0,1,Bournemouth,2024-04-24,2.7,3.6,2.5,1.67,2.2,0.5867041691592279,0.20128073040360706,0.21199518803108236,0.6721638897106009,0.03139209229136912
Manchester Utd,4,2,Sheffield Utd,2024-04-24,1.3,6.5,7.5,1.36,3.2,0.7308820378548119,0.1505345254210232,0.11843236112644534,0.7366379620856423,0.021632432849277627
Everton,2,0,Liverpool,2024-04-24,7.0,5.0,1.4,1.53,2.5,0.26351899417178143,0.29154625150957814,0.4449346657906647,0.3563326636356715,0.11996058255104833
Crystal Palace,2,0,Newcastle Utd,2024-04-24,2.75,3.6,2.4,1.57,2.38,0.4645244691016196,0.269756673739277,0.26571855681525325,0.42921000904601364,0.0912343540284568
Brighton,0,4,Manchester City,2024-04-25,6.5,5.0,1.4,1.5,2.63,0.17842034994918085,0.1996113121672667,0.6219515018690266,0.6267142805770943,0.03953469205170638
West Ham,2,2,Liverpool,2024-04-27,5.5,5.0,1.5,1.36,3.2,0.3016161105301156,0.21642278753261546,0.48195236501070604,0.6860854480878336,0.029117327250803602
Wolves,2,1,Luton Town,2024-04-27,1.95,3.8,3.6,1.62,2.3,0.46470452241480814,0.2438082770547158,0.29148586250657277,0.5489006133624096,0.05634045374890127
Fulham,1,1,Crystal Palace,2024-04-27,2.1,3.5,3.5,1.73,2.1,0.4533775883862838,0.2634393958048591,0.2831826158934912,0.4623733951730931,0.08024908456809261
Manchester Utd,1,1,Burnley,2024-04-27,1.5,4.75,5.5,1.36,3.2,0.5700019294324444,0.21704693281696205,0.21294385586022496,0.5977798181352076,0.04533353754436762
Newcastle Utd,5,1,Sheffield Utd,2024-04-27,1.22,7.0,11.0,1.33,3.4,0.6554058043102262,0.18568196057115147,0.15888016655862192,0.6567448802927365,0.03402714755044061
Everton,1,0,Brentford,2024-04-27,2.3,3.5,3.0,1.87,2.03,0.4234281290464183,0.27891190319219705,0.29765982418106524,0.41138077042092147,0.09763969887996143
Aston Villa,2,2,Chelsea,2024-04-27,2.15,3.8,3.0,1.44,2.75,0.6195236616109212,0.1846176581903038,0.19580528708733116,0.7308868038225897,0.022426612322809805
Tottenham,2,3,Arsenal,2024-04-28,4.2,4.2,1.75,1.5,2.63,0.555744461428827,0.23836919070749404,0.20588434263337754,0.49657547957620984,0.07003627715494966
Bournemouth,3,0,Brighton,2024-04-28,2.25,3.8,2.9,1.44,2.75,0.37280533291170775,0.24624985920090275,0.3809439145595978,0.5619050110876652,0.05325646934165751
Nott'ham Forest,0,2,Manchester City,2024-04-28,8.0,6.0,1.3,1.53,2.5,0.09137158720480706,0.14560787471917475,0.7629182282119382,0.6734011200072365,0.031176566307562794
Chelsea,2,0,Tottenham,2024-05-02,2.15,3.8,3.0,1.3,3.5,0.49600391121282966,0.19170380038295556,0.3122334523524752,0.8151651870056168,0.012252949083413869
Luton Town,1,1,Everton,2024-05-03,2.6,3.6,2.55,1.73,2.1,0.4763341631540061,0.2680394558479835,0.25562603267189776,0.4291827735894641,0.09124289447270628
Arsenal,3,0,Bournemouth,2024-05-04,1.22,7.5,11.0,1.33,3.4,0.5120836147016804,0.2561007356111488,0.23181490891361795,0.4547335169858607,0.08267511906208373
Burnley,1,4,Newcastle Utd,2024-05-04,3.4,4.0,1.95,1.5,2.63,0.3379665042785134,0.2921922262924661,0.36984121769712025,0.37447111745475536,0.1121468025537791
Sheffield Utd,1,3,Nott'ham Forest,2024-05-04,4.75,4.2,1.65,1.57,2.38,0.25358200752247284,0.19403986176261695,0.5523364752779226,0.7589426861604877,0.018707176426287282
Brentford,0,0,Fulham,2024-05-04,2.1,3.8,3.2,1.57,2.38,0.5798420336064805,0.22252943329082073,0.19762367615816898,0.5521419131872065,0.05555395087130692
Manchester City,5,1,Wolves,2024-05-04,1.08,12.0,21.0,1.3,3.5,0.8012957271675091,0.129065702774448,0.06949346621196145,0.673003178740043,0.031239466032593515
Brighton,1,0,Aston Villa,2024-05-05,2.75,3.75,2.45,1.5,2.63,0.33034529916192973,0.23705298426295346,0.4325998557700999,0.5981242837303198,0.045266112169002976
Chelsea,5,0,West Ham,2024-05-05,1.65,4.5,4.5,1.4,3.0,0.5998395835570872,0.18130106285150643,0.21877520260614236,0.7813988366569155,0.015972868601806547
Liverpool,4,2,Tottenham,2024-05-05,1.5,5.75,5.0,1.25,4.0,0.693288360740595,0.16110247387349172,0.1454785219759338,0.7522968969180197,0.01955476910796495
Crystal Palace,4,0,Manchester Utd,2024-05-06,2.38,3.75,2.8,1.53,2.5,0.47890217500786847,0.27729999828673507,0.243797607931438,0.38999295239128007,0.10582228348352905
Fulham,0,4,Manchester City,2024-05-11,13.0,7.0,1.2,1.36,3.2,0.18976765206809476,0.21297208912700652,0.597252072946588,0.5831646617358384,0.04845526784575535
Wolves,1,3,Crystal Palace,2024-05-11,2.88,3.5,2.38,1.8,2.0,0.1977321953927859,0.31699230998508615,0.48527545643041603,0.2577432344637501,0.17288721972344337
West Ham,3,1,Luton Town,2024-05-11,1.8,4.2,3.8,1.44,2.75,0.37290182042448283,0.24605786415772019,0.38103941024212523,0.5628200286769316,0.05304383326553525
Tottenham,2,1,Burnley,2024-05-11,1.36,5.75,7.0,1.25,4.0,0.6738046379375455,0.16487736532835492,0.16118533033669777,0.7675879699106709,0.01762776995792297
Everton,1,0,Sheffield Utd,2024-05-11,1.4,4.8,7.5,1.53,2.5,0.686892054442695,0.17459919572071275,0.1384615887527162,0.6655616026550123,0.03250198840643303
Newcastle Utd,1,1,Brighton,2024-05-11,1.57,4.75,4.75,1.33,3.4,0.4260805009092733,0.2585357056250456,0.31538333208367814,0.49605395857478557,0.07019215320637691
Bournemouth,1,2,Brentford,2024-05-11,1.95,4.0,3.5,1.44,2.75,0.3636791541579473,0.24246661698392616,0.3938530572043486,0.5794202243245954,0.049285018032978266
Nott'ham Forest,2,3,Chelsea,2024-05-11,3.4,3.8,2.0,1.5,2.63,0.3160866543875628,0.2241010644630364,0.45980739478168403,0.655680006988328,0.034220168989279924
Manchester Utd,0,1,Arsenal,2024-05-12,7.0,5.5,1.36,1.36,3.2,0.41262633028415857,0.2929233471154533,0.2944502581443323,0.3638059959034678,0.11668280713904633
Aston Villa,3,3,Liverpool,2024-05-13,4.2,4.33,1.7,1.33,3.4,0.429904406520881,0.223981877575957,0.3461090779845668,0.6678216642881083,0.03212559933203588
Tottenham,0,2,Manchester City,2024-05-14,6.5,6.0,1.36,1.25,4.0,0.20238017247483936,0.19386991700371442,0.6037196008503382,0.6947601970794851,0.02774484140870119
Brighton,1,2,Chelsea,2024-05-15,3.3,4.0,1.95,1.4,3.0,0.3860869855346076,0.21849418407060905,0.39541207183806615,0.7023155409575335,0.026584480447610984
Manchester Utd,3,2,Newcastle Utd,2024-05-15,2.75,4.0,2.3,1.33,3.4,0.689768985600314,0.1842681122159702,0.1259416013825499,0.587212025713749,0.0475688830061585
Luton Town,2,4,Fulham,2024-05-19,2.9,3.9,2.2,1.44,2.75,0.3698469510181051,0.26072833828398706,0.36942437014060037,0.4960246427200385,0.07020131741950476
Sheffield Utd,0,3,Tottenham,2024-05-19,7.0,6.0,1.33,1.22,4.33,0.11339320963069982,0.13560479780959211,0.7506195483933024,0.8020435604143189,0.013641722576867587
Manchester City,3,1,West Ham,2024-05-19,1.08,12.0,21.0,1.2,4.5,0.8930874722063408,0.07078674178023048,0.034348827818184186,0.8249876727086773,0.011250603116052499
Arsenal,2,1,Everton,2024-05-19,1.18,8.0,12.0,1.36,3.2,0.4808590743470624,0.28928412004159393,0.22985668184391916,0.34466111579751124,0.12525379942154072
Brighton,0,2,Manchester Utd,2024-05-19,2.15,4.0,2.9,1.33,3.4,0.3773066091166272,0.24343378140295932,0.37925852531221566,0.5754761805608261,0.050161364768607025
Brentford,2,4,Newcastle Utd,2024-05-19,2.9,3.9,2.2,1.36,3.2,0.6107206171732839,0.21863931861477667,0.1706349306654042,0.5275815283019768,0.061654383463168386
Chelsea,2,1,Bournemouth,2024-05-19,1.45,5.0,6.0,1.29,3.75,0.6122344646276657,0.17554566547889774,0.21209932145909427,0.800678171603304,0.013792329227003982
Crystal Palace,5,0,Aston Villa,2024-05-19,1.85,4.33,3.6,1.4,3.0,0.4372250261209636,0.25299581802007554,0.30977847610246484,0.5174993911165523,0.06430470508733277
Liverpool,2,0,Wolves,2024-05-19,1.17,8.0,15.0,1.22,4.33,0.6426424452429403,0.1964623751560442,0.1608782420972154,0.6086834620149597,0.04308591072425812
Burnley,1,2,Nott'ham Forest,2024-05-19,3.0,3.5,2.3,1.53,2.5,0.3915557563102252,0.22446050746807056,0.3839794528370077,0.6711514513065057,0.031564691115711696
